"result","Text"
"HAM","get ready to moan and scream :)"
"HAM","Yetunde i'm in class can you not run water on it to make it ok. Pls now."
"HAM","Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?"
"SPAM","Call FREEPHONE 0800 542 0578 now!"
"HAM","Only once then after ill obey all yours."
"HAM","That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day."
"HAM","CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx"
"SPAM","Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674"
"HAM","But i dint slept in afternoon."
"HAM","Yup..."
"HAM","Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good."
"HAM","Hi happy birthday. Hi hi hi hi hi hi hi"
"HAM","Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish."
"HAM","I am on the way to ur home"
"HAM","Convey my regards to him"
"HAM","U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?"
"HAM","K, jason says he's gonna be around so I'll be up there around  #"
"HAM","First answer my question."
"HAM","Sorry, I'll call later"
"HAM","I absolutely LOVE South Park! I only recently started watching the office."
"HAM","It's cool, let me know before it kicks off around  # , I'll be out and about all day"
"HAM","hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30"
"SPAM","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
"HAM","Oh sorry please its over"
"HAM","Vikky, come around  TIME .."
"SPAM","HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com"
"HAM","Poor girl can't go one day lmao"
"HAM","Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
"HAM","No. But we'll do medical missions to nigeria"
"HAM","I've reached home n i bathe liao... U can call me now..."
"HAM","Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love"
"HAM","Speak only when you feel your words are better than the silence... Gud mrng:-)"
"HAM","Hmm ok, i'll stay for like an hour cos my eye is really sore!"
"HAM","Also track down any lighters you can find"
"HAM","I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people."
"HAM","Just glad to be talking to you."
"HAM","on hen night. Going with a swing"
"HAM","chile, please! It's only a  DECIMAL  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
"HAM","I have to take exam with in march 3"
"HAM","MAYBE IF YOU WOKE UP BEFORE 3 THIS WOULDN'T BE A PROBLEM."
"HAM","It'll be tough, but I'll do what I have to"
"SPAM","09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
"HAM","I send the print  outs da."
"HAM","Will do. Have a good day"
"SPAM","FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
"HAM","If we win its really no 1 side for long time."
"HAM","I am in escape theatre now. . Going to watch KAVALAN in a few minutes"
"HAM","The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
"SPAM","WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only."
"HAM","NEFT Transaction with reference number  #  for Rs. DECIMAL  has been credited to the beneficiary account on  #  at  TIME : #"
"HAM","I am waiting for your call sir."
"HAM","Am i that much bad to avoid like this?"
"SPAM","We currently have a message awaiting your collection. To collect your message just call 08718723815."
"HAM","Good morning princess! Happy New Year!"
"HAM","U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh."
"HAM","Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. & One step back can ruin ur friendship.. good night:-) ..."
"HAM","I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  # day return period ended."
"HAM","Yup it's at paragon... I havent decided whether 2 cut yet... Hee..."
"HAM","Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
"HAM","Sry da..jst nw only i came to home.."
"HAM","If we hit it off, you can move in with me :)"
"SPAM","Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service"
"HAM","He didn't see his shadow. We get an early spring yay"
"HAM","No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring stuff out before the last second"
"HAM","Sitting in mu waiting for everyone to get out of my suite so I can take a shower"
"SPAM","money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy"
"HAM","Call me da, i am waiting for your call."
"SPAM","URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only"
"HAM","Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday."
"HAM","Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow"
"SPAM","Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D"
"HAM","There are many company. Tell me the language."
"HAM","Am slow in using biola's fne"
"HAM","That's cool, I'll come by like  # ish"
"HAM","Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you"
"HAM","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about the cave. I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
"HAM","I thk 50 shd be ok he said plus minus 10.. Did u leave a line in between paragraphs?"
"HAM","I'm still pretty weak today .. Bad day ?"
"HAM","Its a part of checking IQ"
"HAM","Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
"HAM","Hows the street where the end of library walk is?"
"HAM","Surly ill give it to you:-) while coming to review."
"HAM","Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
"SPAM","Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"
"HAM","Aight, lemme know what's up"
"HAM","Then mum's repent how?"
"SPAM","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
"HAM","Don't necessarily expect it to be done before you get back though because I'm just now headin out"
"HAM","HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN"
"SPAM","FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end"
"SPAM","FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
"HAM","Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
"HAM","I am joining today formally.Pls keep praying.will talk later."
"HAM","Hey company elama po mudyadhu."
"HAM","26th OF JULY"
"HAM","By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
"HAM","I know she called me"
"HAM","Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life"
"HAM","Sorry. || mail? ||"
"HAM","This is ur face test ( 1 2 3 4 5 6 7 8 9  #  ) select any number i will tell ur face astrology.... am waiting. quick reply..."
"HAM","Bognor it is! Should be splendid at this time of year."
"SPAM","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
"HAM","Remember on that day.."
"HAM","hanks lotsly!"
"HAM","I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
"HAM","Waiting for your call."
"HAM","Tomarrow final hearing on my laptop case so i cant."
"HAM","Just wanted to say you guys weren't kidding about this bud"
"HAM","It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a storm is attributed to me always coming over and making everyone smoke"
"HAM","Dude we should go sup again"
"HAM","Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
"HAM","R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE"
"HAM","I'm meeting Darren..."
"HAM","u all write or wat.."
"HAM","Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
"HAM","OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?"
"HAM","Your dad is back in ph?"
"HAM","We have to pick rayan macleran there."
"HAM","LOOK AT THE TIME. WHAT DO YOU THINK IS UP"
"HAM","Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
"SPAM","18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."
"HAM","Alright i have a new goal now"
"HAM","Just got up. have to be out of the room very soon. .... i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed."
"HAM","Senthil group company Apnt 5pm."
"HAM","Sorry, I'll call later in meeting"
"HAM","Good. No swimsuit allowed :)"
"HAM","I think that tantrum's finished so yeah I'll be by at some point"
"HAM","Wif my family booking tour package."
"HAM","GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"
"HAM","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear"
"SPAM","FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
"HAM","Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs"
"HAM","Sorry, I'll call you  later. I am in meeting sir."
"HAM","Im in inperialmusic listening2the weirdest track ever by”leafcutter john”-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
"HAM","Dare i ask... Any luck with sorting out the car?"
"HAM","My birthday is on feb  #  da. ."
"HAM","Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
"HAM","Aight, sounds good. When do you want me to come down?"
"HAM","Nope. I just forgot. Will show next week"
"HAM","Detroit. The home of snow. Enjoy it."
"HAM","Ok"
"HAM","Yes..gauti and sehwag out of odi series."
"HAM","Yes :)it completely in out of form:)clark also utter waste."
"HAM","You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?"
"HAM","Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills but i still avent killed myself."
"HAM","Hey gals.. Anyone of u going down to e driving centre tmr?"
"HAM","Or remind me in a few hrs."
"HAM","I know you are. Can you pls open the back?"
"HAM","He will, you guys close?"
"HAM","Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: GOODMORNING & HAVE A NICE DAY :)"
"SPAM","Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
"HAM","Uncle Abbey! Happy New Year. Abiola"
"HAM","Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all"
"HAM","Customer place i will call you."
"HAM","A boy was late 2 home. His father: POWER OF FRNDSHIP"
"HAM","Good Morning my Dear Shijutta........... Have a great & successful day."
"HAM","I'm okay. Chasing the dream. What's good. What are you doing next."
"HAM","En chikku nange bakra msg kalstiya..then had tea/coffee?"
"HAM","What's ur pin?"
"SPAM","Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL"
"HAM","K I'll call you when I'm close"
"HAM","Good morning princess! Have a great day!"
"HAM","Dude how do you like the buff wind."
"HAM","What Today-sunday..sunday is holiday..so no work.."
"HAM","So u gonna get deus ex?"
"HAM","CHA QUITEAMUZING THAT’SCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE"
"HAM","My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
"SPAM","You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."
"HAM","Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night."
"HAM","Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
"HAM","Oh ok wait 4 me there... My lect havent finish"
"HAM","Or maybe my fat fingers just press all these buttons and it doesn't know what to do."
"HAM",";-) ok. I feel like john lennon."
"HAM","Ranjith cal drpd Deeraj and deepak 5min hold"
"HAM","Hi, Mobile no.  #  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
"SPAM","Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
"HAM","Me i'm not workin. Once i get job..."
"HAM","Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash"
"HAM","Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
"SPAM","2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out"
"SPAM","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
"HAM","Can you talk with me.."
"HAM","I guess you could be as good an excuse as any, lol."
"HAM","Alright if you're sure, let me know when you're leaving"
"HAM","Ard 515 like dat. Y?"
"HAM","Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass"
"SPAM","U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
"HAM","Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)"
"SPAM","Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
"HAM","Shant disturb u anymore... Jia you..."
"HAM","Alex says he's not ok with you not being ok with it"
"HAM","Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing"
"HAM","I'm already back home so no probably not"
"HAM","Nothin comes to my mind. u help me buy hanger lor. Ur laptop not heavy?"
"SPAM","WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
"HAM","Same. Wana plan a trip sometme then"
"HAM","Rightio. 11.48 it is then. Well arent we all up bright and early this morning."
"SPAM","Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870"
"HAM","K, I'll work something out"
"HAM","You're gonna have to be way more specific than that"
"HAM","Can you please send me my aunty's number"
"HAM","From 5 to 2 only my work timing."
"HAM","What year. And how many miles."
"HAM","Do you know what Mallika Sherawat did yesterday? Find out now @  URL"
"HAM","Tired. I haven't slept well the past few nights."
"HAM","Yeah, probably here for a while"
"HAM","Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!"
"HAM","I.ll post her out l8r. In class"
"HAM","Nooooooo I'm gonna be bored to death all day. Cable and internet outage."
"HAM","Wat u doing there?"
"HAM","This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!"
"HAM","Are u awake? Is there snow there?"
"HAM","That's the way you should stay oh."
"HAM","Still chance there. If you search hard you will get it..let have a try :)"
"HAM","Why you keeping me away like this"
"SPAM","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04"
"HAM","Yup... Ok i go home look at the timings then i msg u again... Xuhui going to learn on 2nd may too but her lesson is at 8am"
"HAM","Want to send me a virtual hug?... I need one"
"SPAM","For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p"
"SPAM","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
"HAM","Wanna do some art?! :D"
"HAM","Goodnight da thangam I really miss u dear."
"HAM","Thanks honey. Have a great day."
"HAM","Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex"
"HAM","Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
"SPAM","Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg"
"HAM","Aight, can you text me the address?"
"HAM","Ok lor then we go tog lor..."
"HAM","Sorry, went to bed early, nightnight"
"SPAM","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"
"HAM","There bold 2  # . Is that yours"
"SPAM","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"HAM","I AM AT THE GAS STATION. GO THERE."
"HAM","Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve."
"SPAM","-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468"
"HAM","If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh."
"HAM","Got it..mail panren paru.."
"HAM","Then dun wear jeans lor..."
"HAM","Haha I heard that, text me when you're around"
"HAM","Sorry me going home first... Daddy come fetch u later..."
"HAM","Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
"HAM","That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri."
"HAM","Lol enjoy role playing much?"
"HAM","Blank is Blank. But wat is blank? Lol"
"SPAM","Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804"
"HAM","Finish liao... U?"
"HAM","Great! I hope you like your man well endowed. I am  #  inches..."
"HAM","Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
"HAM","Hui xin is in da lib."
"SPAM","New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693"
"HAM","Yes, princess. Are you going to make me moan?"
"HAM","Try to do something dear. You read something for exams"
"HAM","I've got ten bucks, jay is being noncomittal"
"HAM","Ok ill send you with in  DECIMAL  ok."
"HAM","Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
"HAM","Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
"HAM","Yes. Nigh you cant aha."
"SPAM","You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810"
"HAM","Happy or sad , one thing about past is- Its no more GOOD MORNING :-):-)."
"SPAM","Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged"
"HAM","Hey mate. Spoke to the mag people. We€˜re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later."
"HAM","HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN"
"HAM","I will see in half an hour"
"SPAM","We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs"
"HAM","Ok i found dis pierre cardin one which looks normal costs 20 its on sale."
"HAM","She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request."
"HAM","Babe !!!! I LOVE YOU !!!! *covers your face in kisses*"
"HAM","Then ur sis how?"
"HAM","Sitting ard nothing to do lor. U leh busy w work?"
"HAM","When you get free, call me"
"HAM","I wont. So wat's wit the guys"
"HAM","Nothing. Can..."
"HAM","u got wat to buy tell us then u no need to come in again."
"HAM","Or ill be a little closer like at the bus stop on the same street"
"HAM","u takin linear algebra today?"
"HAM","Ya! when are u taking ure practical lessons? I start in june.."
"HAM","Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"
"HAM","Is that what time you want me to come?"
"HAM","SMS. ac sun0819 posts HELLO:You seem cool, wanted to say hi. HI!!! Stop? Send STOP to 62468"
"SPAM","Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
"HAM","Just wait till end of march when el nino gets himself. Oh."
"HAM","Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here...."
"HAM","How r u going to send it to me?"
"HAM","Apart from the one i told you about yesterday?"
"HAM","Awesome, think we can get an 8th at usf some time tonight?"
"HAM","No, its true..k,Do u knw dis no. # ?"
"HAM","Sorry battery died, yeah I'm here"
"HAM","I cant pick the phone right now. Pls send a message"
"HAM","Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look."
"HAM","Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down"
"HAM","Armand says get your butt over to epsilon"
"HAM","That depends. How would you like to be treated? :)"
"HAM","Also you and your family for going to rhode island or wherever and leaving me all alone the week I have a new bong :("
"HAM","S'fine. Anytime. All the best with it."
"HAM","My sister got placed in birla soft da:-)"
"HAM","Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
"HAM","K..k...from tomorrow onwards started ah?"
"HAM","Studying. But i.ll be free next weekend."
"HAM","Reverse is cheating. That is not mathematics."
"HAM","Many more happy returns of the day. I wish you happy birthday."
"HAM","Sorry,in meeting I'll call later"
"HAM","Any way where are you and what doing."
"HAM","No da. . Vijay going to talk in jaya tv"
"HAM","Wa... U so efficient... Gee... Thanx..."
"HAM","Tmr then u brin lar... Aiya later i come n c lar... Mayb u neva set properly u got da help sheet wif u..."
"HAM","R u still working now?"
"HAM","In work now. Going have in few min."
"HAM","I don't think he has spatula hands!"
"HAM","Hey. For me there is no leave on friday. Wait i will ask my superior and tell you.."
"HAM","Ya but it cant display internal subs so i gotta extract them"
"HAM","Mm feeling sleepy. today itself i shall get that dear"
"HAM","That€˜s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
"HAM","He is world famamus...."
"HAM","Ok i am on the way to home hi hi"
"HAM","Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon..."
"HAM","I WILL CAL YOU SIR. In meeting"
"HAM","Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50..."
"HAM","Ok. How many should i buy."
"HAM","Hhahhaahahah rofl wtf nig was leonardo in your room or something"
"HAM","I can't right this second, gotta hit people up first"
"HAM","Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
"SPAM","Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
"SPAM","Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX"
"HAM","Yes watching footie but worried we're going to blow it - Phil Neville?"
"HAM","Then get some cash together and I'll text jason"
"SPAM","Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"
"HAM","How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-."
"HAM","LOL ... Have you made plans for new years?"
"HAM","You should change your fb to jaykwon thuglyfe falconerf"
"SPAM","FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"
"HAM","JADE ITS PAUL. Y DIDN’T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME"
"HAM","Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
"HAM","Talk to g and x about that"
"HAM","I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply."
"HAM","Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind..."
"SPAM","PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04"
"HAM","Can you use foreign stamps for whatever you send them off for?"
"HAM","Then ur physics get a-?"
"HAM","Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
"HAM","I have to take exam with march 3"
"HAM","To day class is there are no class."
"HAM","... Are you in the pub?"
"HAM","Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
"HAM","I liked the new mobile"
"HAM","Are you coming to day for class."
"HAM","I'm at work. Please call"
"HAM","Then i buy."
"HAM","That one week leave i put know that time. Why."
"HAM","Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola"
"HAM","Ic. There are a lotta childporn cars then."
"HAM","Thanks. It was only from tescos but quite nice. All gone now. Speak soon"
"HAM","Draw va?i dont think so:)"
"SPAM","07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow"
"HAM","Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :("
"HAM","Nice.nice.how is it working?"
"HAM","K:)k..its good:)when are you going?"
"HAM","East coast"
"HAM","He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. u got a lot of work ar?"
"SPAM","WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3"
"HAM","Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
"HAM","Happy birthday... May all ur dreams come true..."
"HAM","Would really appreciate if you call me. Just need someone to talk to."
"HAM","U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today."
